MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
58:d9:d5:f0:1d:f5,Rock space EXT_5GEXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:44,157,5785,-91,32.0164672,-102.1193899,829.0635008,6,,,WIFI
dc:8d:8a:78:99:28,Diva Nails,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:45,36,5180,-81,32.016404,-102.119613,829.0635008,6,,,WIFI
74:78:a6:eb:b6:b8,DM1M1E8N6U,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:45,165,5825,-75,32.016196,-102.120018,829.120521,4,,,WIFI
f8:9b:6e:2a:32:f4,ATTQZ6xR3A,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:45,11,2462,-77,32.01599,-102.120285,829.120521,4,,,WIFI
08:3a:2f:11:bb:58,NVR083a2f11bb58,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:45,8,2447,-82,32.015834,-102.120429,829.4033492,4,,,WIFI
32:e7:c0:2a:d4:51,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:45,36,5180,-86,32.015673,-102.120521,829.5372781,4,,,WIFI
88:dc:96:45:92:6a,312,[WEP][ESS],25/10/2024 02:46,11,2462,-71,32.015514,-102.120567,829.5372781,4,,,WIFI
9e:a3:a9:83:86:f0,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:46,8,2447,-82,32.015307,-102.120567,829.5372781,4,,,WIFI
f8:9b:6e:2a:32:ff,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:47,132,5660,-90,32.015137,-102.120513,829.5372781,4,,,WIFI
f8:9b:6e:2a:32:f8,ATTQZ6xR3A,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:48,48,5240,-81,32.0164672,-102.1193899,829.5372781,4,,,WIFI
a8:fb:40:9f:f9:68,ATTbjzdIFB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:48,52,5260,-88,32.0160639,-102.1192613,829.5372781,4,,,WIFI
b4:63:6f:74:7d:54,ATTvCWTp7i,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:48,6,2437,-72,32.0156301,-102.1191242,829.6400772,4,,,WIFI
b4:63:6f:74:34:24,ATTEzMcWey,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:48,11,2462,-80,32.015137,-102.120513,829.6400772,4,,,WIFI
74:78:a6:eb:93:00,DM1M1E8N6U,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:48,165,5825,-76,32.015307,-102.120567,829.6400772,4,,,WIFI
4e:5e:0c:47:89:9f,Amax Guest Wifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],25/10/2024 02:49,2,2417,-72,32.015514,-102.120567,829.6400772,4,,,WIFI
18:b8:1f:c3:33:14,1618d4_5g,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:50,36,5180,-86,32.015673,-102.120521,829.6400772,4,,,WIFI
64:d1:54:ab:ad:73,Amax Office Wifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],25/10/2024 02:51,2,2417,-73,32.015834,-102.120429,829.6400772,4,,,WIFI
22:ad:56:35:40:9f,Hotspot409F,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],25/10/2024 02:51,6,2437,-84,32.01599,-102.120285,829.6400772,4,,,WIFI
b4:63:6f:11:a4:f8,ATTisG8hqs,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:51,48,5240,-85,32.016196,-102.120018,830.0597818,4,,,WIFI
a0:04:60:13:9e:6b,NETGEAR97-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:51,153,5765,-82,32.016404,-102.119613,830.0597818,4,,,WIFI
b4:63:6f:74:34:28,ATTEzMcWey,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:52,48,5240,-85,32.0164672,-102.1193899,830.0597818,4,,,WIFI
ac:91:9b:93:dc:a3,Verizon_VM3Z9B,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:52,140,5700,-91,32.015137,-102.120513,830.0597818,4,,,WIFI
b4:63:6f:74:34:24,ATTEzMcWey,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:52,11,2462,-75,32.015118,-102.1205962,830.0597818,4,,,WIFI
ac:91:9b:93:dc:a2,Verizon_VM3Z9B,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:52,6,2437,-78,32.014999,-102.121116,830.0597818,4,,,WIFI
b6:91:9b:93:dc:a2,Verizon_VM3Z9B-IoT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:52,6,2437,-77,32.015137,-102.120513,830.0597818,4,,,WIFI
a0:04:60:13:9e:69,NETGEAR97,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:53,4,2427,-84,32.0152279,-102.1201168,830.0597818,4,,,WIFI
20:a6:cd:2c:29:92,eBOS,[ESS],25/10/2024 02:53,52,5260,-86,32.015235,-102.120086,830.0597818,4,,,WIFI
20:a6:cd:2c:29:91,McDonalds Free WiFi,[ESS],25/10/2024 02:53,52,5260,-86,31.99242,-102.103134,830.0597818,4,,,WIFI
20:a6:cd:2c:29:90,,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],25/10/2024 02:53,52,5260,-86,31.990801,-102.104682,830.0597818,4,,,WIFI
2c:fd:a1:3d:41:f8,Tobacco Alley,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:53,6,2437,-91,31.99242,-102.103134,830.0597818,4,,,WIFI
b4:63:6f:74:34:2f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:54,108,5540,-89,31.9927488,-102.103607,830.0597818,4,,,WIFI
b4:63:6f:74:34:2c,ATTEzMcWey,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:55,108,5540,-89,31.993072,-102.104072,830.0597818,4,,,WIFI
00:30:44:b2:33:2a,H&R Block IoT 5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:55,48,5240,-89,31.99242,-102.103134,830.0597818,4,,,WIFI
84:70:51:05:48:f6,CarPlay_48f6,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:55,149,5745,-86,31.992092,-102.1026587,830.0597818,4,,,WIFI
a6:e7:ae:1b:41:13,ATTRxDCNFi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:55,149,5745,-90,31.991783,-102.102211,830.0597818,4,,,WIFI
cc:d0:83:ff:d5:f1,OAP-PROD-A,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 02:55,104,5520,-86,31.990801,-102.104682,830.0597818,4,,,WIFI
cc:d0:83:ff:d5:f0,,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 02:56,104,5520,-86,31.99242,-102.103134,830.0597818,4,,,WIFI
06:30:44:b2:33:2a,H&R Block Guests 5,[ESS],25/10/2024 02:56,48,5240,-88,31.990801,-102.104682,830.0597818,4,,,WIFI
a0:e7:ae:1b:41:13,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:57,149,5745,-91,31.989623,-102.105819,830.0597818,4,,,WIFI
a0:e7:ae:1b:41:10,ATTRxDCNFi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:57,9,2452,-85,31.98959,-102.10585,830.0597818,4,,,WIFI
9e:a3:a9:83:86:f0,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:57,8,2447,-91,31.990801,-102.104682,830.3387701,4,,,WIFI
b4:63:6f:74:7d:54,ATTvCWTp7i,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:57,6,2437,-84,31.9911345,-102.1051601,830.4043626,4,,,WIFI
74:78:a6:eb:93:00,DM1M1E8N6U,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:58,165,5825,-79,31.991456,-102.105621,830.4043626,4,,,WIFI
18:b8:1f:c3:33:14,1618d4_5g,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:58,36,5180,-87,31.990801,-102.104682,830.4043626,4,,,WIFI
64:d1:54:ab:ad:73,Amax Office Wifi,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],25/10/2024 02:58,2,2417,-80,31.9904839,-102.1042269,830.4043626,4,,,WIFI
22:ad:56:35:40:9f,Hotspot409F,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],25/10/2024 02:58,6,2437,-80,31.990206,-102.103828,830.4043626,4,,,WIFI
b4:63:6f:0b:c6:3f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:58,108,5540,-83,31.990138,-102.103775,830.5141746,4,,,WIFI
6c:c2:17:55:0c:0d,HP-Print-0D-Officejet Pro 8610,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:59,1,2412,-78,31.98959,-102.10585,830.5141746,4,,,WIFI
b4:63:6f:0b:c6:3c,suddenlink.net-6132-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 02:59,108,5540,-82,31.988591,-102.106811,830.5141746,4,,,WIFI
ae:8b:a9:b3:90:55,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 02:59,161,5805,-87,31.988465,-102.106933,830.5141746,4,,,WIFI
ae:8b:a9:a3:90:55,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:00,161,5805,-88,31.98959,-102.10585,830.5141746,4,,,WIFI
d4:76:a0:85:f9:70,KoolSmiles-Guest,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:00,136,5680,-90,31.989623,-102.105819,830.5141746,4,,,WIFI
58:59:c2:6f:43:b8,SecureVendor,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:00,36,5180,-90,31.990801,-102.104682,830.5141746,4,,,WIFI
58:59:c2:6f:43:b7,Kiosk,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:00,36,5180,-90,31.98959,-102.10585,830.5141746,4,,,WIFI
58:59:c2:6f:43:b6,PFOps,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:00,36,5180,-89,31.9899161,-102.1063191,830.5141746,4,,,WIFI
58:59:c2:6f:43:b5,Vendor,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:01,36,5180,-90,31.990242,-102.106788,830.5141746,4,,,WIFI
58:59:c2:6f:43:b9,Club Wifi,[ESS],25/10/2024 03:02,36,5180,-90,31.98959,-102.10585,830.5141746,4,,,WIFI
2c:fd:a1:3d:41:f8,Tobacco Alley,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:02,6,2437,-78,31.9892732,-102.1053931,830.5141746,4,,,WIFI
62:e6:f0:12:fa:dd,myChevrolet fadd,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:02,44,5220,-90,31.988939,-102.104911,830.5141746,4,,,WIFI
b4:63:6f:0b:c6:38,suddenlink.net-6132-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:02,64,5320,-84,31.988465,-102.106933,830.5141746,4,,,WIFI
fa:6d:cc:e0:9d:c4,MarloweHD,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:02,7,2442,-87,31.988385,-102.107002,830.5141746,4,,,WIFI
96:46:8d:29:ce:49,,[WPA2-PSK+PSK-SHA256-None+CCMP][RSN-PSK+PSK-SHA256-None+CCMP][ESS],25/10/2024 03:03,64,5320,-90,31.987916,-102.10746,830.5141746,4,,,WIFI
a2:46:8d:29:ce:49,Hercules,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],25/10/2024 03:03,64,5320,-89,31.987907,-102.107467,830.5141746,4,,,WIFI
d4:76:a0:85:fb:b0,KoolSmiles-Guest,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:03,124,5620,-87,31.9879,-102.107475,830.5141746,4,,,WIFI
d4:76:a0:85:fb:b1,Benevis,[WPA-EAP/SHA1-CCMP][WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 03:04,124,5620,-84,31.987891,-102.107482,830.5141746,4,,,WIFI
3e:52:a1:78:c1:84,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:04,149,5745,-91,31.987883,-102.107498,830.5141746,4,,,WIFI
0c:83:cc:b8:a8:4f,tlba91f4,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:05,6,2437,-74,31.987872,-102.107505,830.5141746,4,,,WIFI
0c:83:cc:b8:a8:4e,tlba91f4-EXT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:05,6,2437,-84,31.987867,-102.107513,830.5141746,4,,,WIFI
94:4e:5b:1f:21:64,MyOptimum 1f2161,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:05,1,2412,-87,31.987863,-102.107528,830.5141746,4,,,WIFI
a6:46:8d:29:ce:49,ICON,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:06,64,5320,-88,31.98785,-102.107544,830.5141746,4,,,WIFI
9e:a3:a9:8d:7e:99,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:07,8,2447,-89,31.987835,-102.107567,830.5141746,4,,,WIFI
c2:18:03:90:fd:7f,DIRECT-7F-HP OfficeJet Pro 9010,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:07,1,2412,-91,31.987824,-102.107589,830.5141746,4,,,WIFI
ae:8b:a9:93:90:55,The Vault,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:07,161,5805,-89,31.987817,-102.107597,830.5141746,4,,,WIFI
ae:8b:a9:83:90:55,,[WEP][ESS],25/10/2024 03:08,161,5805,-91,31.987815,-102.107604,830.5141746,4,,,WIFI
ba:46:8d:29:ce:49,HFT Wi-Fi,[ESS],25/10/2024 03:08,64,5320,-88,31.987809,-102.107612,830.5141746,4,,,WIFI
ac:8b:a9:a3:90:55,The Vault,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:09,1,2412,-85,31.987802,-102.107627,830.5141746,4,,,WIFI
5c:8f:e0:28:c5:20,PianoWorks Gallery,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:10,1,2412,-68,31.9878,-102.107635,830.5141746,4,,,WIFI
b6:91:9b:93:dc:a2,Verizon_VM3Z9B-IoT,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:10,6,2437,-84,31.987794,-102.107643,831.0688136,4,,,WIFI
cc:d0:83:ff:d5:f1,OAP-PROD-A,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 03:10,104,5520,-87,31.987792,-102.107658,831.0688136,4,,,WIFI
cc:d0:83:ff:d5:f0,,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],25/10/2024 03:10,104,5520,-88,31.98779,-102.107665,831.0688136,4,,,WIFI
a0:e7:ae:1b:41:13,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:11,149,5745,-89,31.987783,-102.107673,831.0688136,4,,,WIFI
b4:63:6f:b6:0c:5c,ATTHIP2guC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:11,108,5540,-90,31.987781,-102.107689,831.0688136,4,,,WIFI
62:e6:f0:12:fa:dd,myChevrolet fadd,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:11,44,5220,-80,31.987777,-102.107696,831.0688136,4,,,WIFI
2c:fd:a1:3d:41:fc,Tobacco Alley_5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:11,157,5785,-88,31.987775,-102.107704,831.0688136,4,,,WIFI
a8:40:0b:17:4e:d2,Hotspotqe24,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 03:11,6,2437,-69,31.987768,-102.107719,831.0688136,4,,,WIFI
54:af:97:56:56:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:12,10,2457,-90,31.987766,-102.107727,831.0688136,4,,,WIFI
62:e6:f0:02:fa:dd,myChevrolet fadd,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,11,2462,-65,31.987762,-102.107734,831.0688136,4,,,WIFI
a8:fb:40:9f:f9:64,ATTbjzdIFB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,6,2437,-88,31.98776,-102.107749,831.0688136,4,,,WIFI
5c:8f:e0:1e:35:90,ARRIS-3592,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,6,2437,-83,31.987572,-102.108512,831.4318521,4,,,WIFI
08:9b:b9:3e:be:24,thedoughnet,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,11,2462,-85,31.987564,-102.108634,831.4318521,4,,,WIFI
5c:53:c3:11:32:50,MyOptimum 11324d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:13,1,2412,-78,31.988465,-102.106933,831.4318521,4,,,WIFI
5c:53:c3:11:32:51,MyOptimum 11324d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:14,149,5745,-87,31.988591,-102.106811,831.4318521,4,,,WIFI
a4:6c:2a:cb:77:a5,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:14,11,2462,-85,31.98959,-102.10585,831.4318521,4,,,WIFI
a4:6c:2a:cb:77:a6,DBSI_Signage,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:14,11,2462,-84,31.988465,-102.106933,831.4318521,4,,,WIFI
e8:ed:d6:7f:d8:39,VWS,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][WPA-EAP/SHA1-CCMP][ESS],25/10/2024 03:14,165,5825,-88,31.9887947,-102.1074092,831.4318521,4,,,WIFI
e8:ed:d6:7f:d8:38,V-Guest,[ESS],25/10/2024 03:15,165,5825,-89,31.989115,-102.107872,831.4318521,4,,,WIFI
7a:2d:3e:97:e9:7a,SETUP,[IBSS],25/10/2024 03:16,11,2462,-81,31.988465,-102.106933,831.4318521,4,,,WIFI
a4:6c:2a:cb:77:a3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:16,11,2462,-84,31.9881446,-102.1064716,831.4318521,4,,,WIFI
b4:63:6f:0b:c6:34,suddenlink.net-6132-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:17,11,2462,-72,31.987808,-102.105987,831.4318521,4,,,WIFI
e8:ed:d6:7f:d8:3a,VWP,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,165,5825,-88,31.987564,-102.108634,831.4318521,4,,,WIFI
5e:53:c3:11:32:54,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,149,5745,-88,31.98725,-102.108535,831.4318521,4,,,WIFI
54:af:97:56:56:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,10,2457,-73,31.987564,-102.108634,831.4318521,4,,,WIFI
54:af:97:56:56:0a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,149,5745,-86,31.987547,-102.10881,831.4318521,4,,,WIFI
66:af:97:56:56:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:18,10,2457,-77,31.987548,-102.108856,831.4318521,4,,,WIFI
66:af:97:56:56:0a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:19,149,5745,-86,31.987544,-102.108878,831.4318521,4,,,WIFI
68:aa:c4:3b:e9:43,MyOptimum 11324d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:19,1,2412,-70,31.987541,-102.108917,831.4318521,4,,,WIFI
b4:63:6f:b6:0c:54,ATTHIP2guC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:19,6,2437,-80,31.987537,-102.108939,831.4318521,4,,,WIFI
b4:63:6f:b6:0c:58,ATTHIP2guC,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:19,36,5180,-90,31.987535,-102.108963,831.4318521,4,,,WIFI
6a:aa:c4:3b:e9:40,MyOptimum 11324d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:19,149,5745,-81,31.987529,-102.109,831.4318521,4,,,WIFI
bc:82:5d:51:31:b0,Landon09,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],25/10/2024 03:20,1,2412,-81,31.987521,-102.109024,831.4318521,4,,,WIFI
d4:76:a0:85:fb:a9,Benevis,[WPA-EAP/SHA1-CCMP][WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 03:20,6,2437,-85,31.987519,-102.109046,831.4318521,4,,,WIFI
6a:aa:c4:3b:e9:41,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:20,149,5745,-82,31.987513,-102.109077,831.4318521,4,,,WIFI
7a:2d:3e:97:e9:7a,SETUP,[IBSS],25/10/2024 03:20,11,2462,-73,31.986991,-102.111297,831.4948573,4,,,WIFI
e8:ed:d6:7f:d8:34,V-Guest,[ESS],25/10/2024 03:20,1,2412,-86,31.986962,-102.111412,831.4948573,4,,,WIFI
a4:6c:2a:cb:77:a0,,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],25/10/2024 03:21,11,2462,-87,31.987564,-102.108634,831.4948573,4,,,WIFI
e8:ed:d6:7f:d8:33,VWS,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][WPA-EAP/SHA1-CCMP][ESS],25/10/2024 03:21,1,2412,-86,31.987572,-102.108512,831.4948573,4,,,WIFI
e8:ed:d6:7f:d8:32,VWP,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:21,1,2412,-86,31.98776,-102.107749,831.4948573,4,,,WIFI
e8:ed:d6:7f:d8:31,VGG,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:21,1,2412,-87,31.987762,-102.107734,831.4948573,4,,,WIFI
e8:ed:d6:7f:d8:30,VCCR,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:21,1,2412,-87,31.987766,-102.107727,831.4948573,4,,,WIFI
90:d0:92:48:54:24,ATT29Bcx56,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:22,1,2412,-92,31.987768,-102.107719,831.4948573,4,,,WIFI
2a:38:5c:e2:48:21,PROJe24821,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:22,149,5745,-91,31.987775,-102.107704,831.4948573,4,,,WIFI
7a:80:38:46:84:8e,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:22,6,2437,-87,31.987777,-102.107696,831.4948573,4,,,WIFI
90:d0:92:48:54:2c,ATT29Bcx56,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:22,161,5805,-83,31.987781,-102.107689,831.4948573,4,,,WIFI
66:af:97:56:56:0b,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:22,10,2457,-72,31.987783,-102.107673,831.4948573,4,,,WIFI
90:d0:92:48:54:2f,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:23,161,5805,-84,31.98779,-102.107665,831.4948573,4,,,WIFI
5a:af:97:f9:79:70,Reeves Guest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:23,11,2462,-92,31.987792,-102.107658,831.4948573,4,,,WIFI
b4:63:6f:74:7d:54,ATTvCWTp7i,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:23,6,2437,-89,31.987794,-102.107643,831.3969911,4,,,WIFI
f8:55:cd:b1:c5:a1,Hotspotiay2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],25/10/2024 03:23,157,5785,-90,31.9878,-102.107635,831.3969911,4,,,WIFI
a4:6c:2a:cb:77:a4,MCCU,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:23,11,2462,-88,31.987802,-102.107627,831.3969911,4,,,WIFI
2a:38:5c:a3:54:63,PROJa35463,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:24,149,5745,-88,31.987809,-102.107612,831.3969911,4,,,WIFI
54:af:97:56:56:0a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:24,149,5745,-80,31.987815,-102.107604,831.3969911,4,,,WIFI
66:af:97:56:56:0a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:25,149,5745,-81,31.987817,-102.107597,831.3969911,4,,,WIFI
d4:76:a0:85:fb:a8,KoolSmiles-Guest,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:25,6,2437,-90,31.987824,-102.107589,831.3969911,4,,,WIFI
b4:63:6f:94:1d:34,ATTpB87P9t,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],25/10/2024 03:25,8,2447,-88,31.987835,-102.107567,831.6457444,4,,,WIFI
2a:38:5c:e2:48:21,PROJe24821,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25/10/2024 03:25,149,5745,-84,31.98785,-102.107544,831.6457444,4,,,WIFI
